adm_cd(행정경계파일 동이름),대선 득표 데이터 동이름
충청남도 홍성군 서부면,충청남도 홍성군 서부면
충청남도 홍성군 갈산면,충청남도 홍성군 갈산면
충청남도 홍성군 구항면,충청남도 홍성군 구항면
충청남도 청양군 청양읍,충청남도 청양군 청양읍
충청남도 청양군 운곡면,충청남도 청양군 운곡면
충청남도 청양군 대치면,충청남도 청양군 대치면
충청남도 청양군 정산면,충청남도 청양군 정산면
충청남도 청양군 목면,충청남도 청양군 목면
충청남도 청양군 청남면,충청남도 청양군 청남면
충청남도 청양군 장평면,충청남도 청양군 장평면
충청남도 청양군 남양면,충청남도 청양군 남양면
충청남도 청양군 화성면,충청남도 청양군 화성면
충청남도 청양군 비봉면,충청남도 청양군 비봉면
충청남도 예산군 예산읍,충청남도 예산군 예산읍
충청남도 예산군 삽교읍,충청남도 예산군 삽교읍
충청남도 예산군 대술면,충청남도 예산군 대술면
충청남도 예산군 신양면,충청남도 예산군 신양면
충청남도 예산군 광시면,충청남도 예산군 광시면
충청남도 예산군 대흥면,충청남도 예산군 대흥면
충청남도 예산군 응봉면,충청남도 예산군 응봉면
충청남도 예산군 덕산면,충청남도 예산군 덕산면
충청남도 예산군 봉산면,충청남도 예산군 봉산면
충청남도 예산군 고덕면,충청남도 예산군 고덕면
충청남도 예산군 신암면,충청남도 예산군 신암면
충청남도 예산군 오가면,충청남도 예산군 오가면
전라북도 전주시완산구 중앙동,전라북도 전주시완산구 중앙동
전라북도 전주시완산구 풍남동,전라북도 전주시완산구 풍남동
전라북도 전주시완산구 노송동,전라북도 전주시완산구 노송동
전라북도 전주시완산구 완산동,전라북도 전주시완산구 완산동
전라북도 전주시완산구 동서학동,전라북도 전주시완산구 동서학동
전라북도 전주시완산구 서서학동,전라북도 전주시완산구 서서학동
전라북도 전주시완산구 중화산1동,전라북도 전주시완산구 중화산1동
전라북도 전주시완산구 중화산2동,전라북도 전주시완산구 중화산2동
전라북도 전주시완산구 평화1동,전라북도 전주시완산구 평화1동
전라북도 전주시완산구 평화2동,전라북도 전주시완산구 평화2동
전라북도 전주시완산구 서신동,전라북도 전주시완산구 서신동
전라북도 전주시완산구 삼천1동,전라북도 전주시완산구 삼천1동
전라북도 전주시완산구 삼천2동,전라북도 전주시완산구 삼천2동
전라북도 전주시완산구 삼천3동,전라북도 전주시완산구 삼천3동
전라북도 전주시완산구 효자1동,전라북도 전주시완산구 효자1동
전라북도 전주시완산구 효자2동,전라북도 전주시완산구 효자2동
전라북도 전주시완산구 효자3동,전라북도 전주시완산구 효자3동
전라북도 전주시완산구 효자4동,전라북도 전주시완산구 효자4동
전라북도 전주시덕진구 진북동,전라북도 전주시덕진구 진북동
전라북도 전주시덕진구 인후1동,전라북도 전주시덕진구 인후1동
전라북도 전주시덕진구 인후2동,전라북도 전주시덕진구 인후2동
전라북도 전주시덕진구 인후3동,전라북도 전주시덕진구 인후3동
전라북도 전주시덕진구 덕진동,전라북도 전주시덕진구 덕진동
전라북도 전주시덕진구 금암1동,전라북도 전주시덕진구 금암1동
전라북도 전주시덕진구 금암2동,전라북도 전주시덕진구 금암2동
전라북도 전주시덕진구 팔복동,전라북도 전주시덕진구 팔복동
전라북도 전주시덕진구 우아1동,전라북도 전주시덕진구 우아1동
전라북도 전주시덕진구 우아2동,전라북도 전주시덕진구 우아2동
전라북도 전주시덕진구 호성동,전라북도 전주시덕진구 호성동
전라북도 전주시덕진구 송천1동,전라북도 전주시덕진구 송천1동
전라북도 전주시덕진구 송천2동,전라북도 전주시덕진구 송천2동
전라북도 전주시덕진구 조촌동,전라북도 전주시덕진구 조촌동
전라북도 전주시덕진구 동산동,전라북도 전주시덕진구 동산동
전라북도 군산시 옥구읍,전라북도 군산시 옥구읍
전라북도 군산시 옥산면,전라북도 군산시 옥산면
전라북도 군산시 회현면,전라북도 군산시 회현면
전라북도 군산시 임피면,전라북도 군산시 임피면
전라북도 군산시 서수면,전라북도 군산시 서수면
전라북도 군산시 대야면,전라북도 군산시 대야면
전라북도 군산시 개정면,전라북도 군산시 개정면
전라북도 군산시 성산면,전라북도 군산시 성산면
전라북도 군산시 나포면,전라북도 군산시 나포면
전라북도 군산시 옥도면,전라북도 군산시 옥도면
전라북도 군산시 옥서면,전라북도 군산시 옥서면
전라북도 군산시 해신동,전라북도 군산시 해신동
전라북도 군산시 월명동,전라북도 군산시 월명동
전라북도 군산시 삼학동,전라북도 군산시 삼학동
전라북도 군산시 신풍동,전라북도 군산시 신풍동
전라북도 군산시 중앙동,전라북도 군산시 중앙동
전라북도 군산시 흥남동,전라북도 군산시 흥남동
전라북도 군산시 조촌동,전라북도 군산시 조촌동
전라북도 군산시 경암동,전라북도 군산시 경암동
전라북도 군산시 구암동,전라북도 군산시 구암동
전라북도 군산시 개정동,전라북도 군산시 개정동
전라북도 군산시 수송동,전라북도 군산시 수송동
전라북도 군산시 나운1동,전라북도 군산시 나운1동
전라북도 군산시 나운2동,전라북도 군산시 나운2동
전라북도 군산시 나운3동,전라북도 군산시 나운3동
전라북도 군산시 소룡동,전라북도 군산시 소룡동
전라북도 군산시 미성동,전라북도 군산시 미성동
전라북도 익산시 함열읍,전라북도 익산시 함열읍
전라북도 익산시 오산면,전라북도 익산시 오산면
전라북도 익산시 황등면,전라북도 익산시 황등면
전라북도 익산시 함라면,전라북도 익산시 함라면
전라북도 익산시 웅포면,전라북도 익산시 웅포면
전라북도 익산시 성당면,전라북도 익산시 성당면
전라북도 익산시 용안면,전라북도 익산시 용안면
전라북도 익산시 낭산면,전라북도 익산시 낭산면
전라북도 익산시 망성면,전라북도 익산시 망성면
전라북도 익산시 여산면,전라북도 익산시 여산면
전라북도 익산시 금마면,전라북도 익산시 금마면
전라북도 익산시 왕궁면,전라북도 익산시 왕궁면
전라북도 익산시 춘포면,전라북도 익산시 춘포면
전라북도 익산시 삼기면,전라북도 익산시 삼기면
전라북도 익산시 용동면,전라북도 익산시 용동면
전라북도 익산시 중앙동,전라북도 익산시 중앙동
전라북도 익산시 평화동,전라북도 익산시 평화동
전라북도 익산시 인화동,전라북도 익산시 인화동
전라북도 익산시 동산동,전라북도 익산시 동산동
전라북도 익산시 마동,전라북도 익산시 마동
전라북도 익산시 남중동,전라북도 익산시 남중동
전라북도 익산시 모현동,전라북도 익산시 모현동
전라북도 익산시 송학동,전라북도 익산시 송학동
전라북도 익산시 신동,전라북도 익산시 신동
전라북도 익산시 영등1동,전라북도 익산시 영등1동
전라북도 익산시 영등2동,전라북도 익산시 영등2동
전라북도 익산시 어양동,전라북도 익산시 어양동
전라북도 익산시 팔봉동,전라북도 익산시 팔봉동
전라북도 익산시 삼성동,전라북도 익산시 삼성동
전라북도 정읍시 신태인읍,전라북도 정읍시 신태인읍
전라북도 정읍시 북면,전라북도 정읍시 북면
전라북도 정읍시 입암면,전라북도 정읍시 입암면
전라북도 정읍시 소성면,전라북도 정읍시 소성면
전라북도 정읍시 고부면,전라북도 정읍시 고부면
전라북도 정읍시 영원면,전라북도 정읍시 영원면
전라북도 정읍시 덕천면,전라북도 정읍시 덕천면
전라북도 정읍시 이평면,전라북도 정읍시 이평면
전라북도 정읍시 정우면,전라북도 정읍시 정우면
전라북도 정읍시 태인면,전라북도 정읍시 태인면
전라북도 정읍시 감곡면,전라북도 정읍시 감곡면
전라북도 정읍시 옹동면,전라북도 정읍시 옹동면
전라북도 정읍시 칠보면,전라북도 정읍시 칠보면
전라북도 정읍시 산내면,전라북도 정읍시 산내면
전라북도 정읍시 산외면,전라북도 정읍시 산외면
전라북도 정읍시 수성동,전라북도 정읍시 수성동
전라북도 정읍시 장명동,전라북도 정읍시 장명동
전라북도 정읍시 내장상동,전라북도 정읍시 내장상동
전라북도 정읍시 시기동,전라북도 정읍시 시기동
전라북도 정읍시 초산동,전라북도 정읍시 초산동
전라북도 정읍시 연지동,전라북도 정읍시 연지동
전라북도 정읍시 농소동,전라북도 정읍시 농소동
전라북도 정읍시 상교동,전라북도 정읍시 상교동
전라북도 남원시 운봉읍,전라북도 남원시 운봉읍
전라북도 남원시 주천면,전라북도 남원시 주천면
전라북도 남원시 수지면,전라북도 남원시 수지면
전라북도 남원시 송동면,전라북도 남원시 송동면
전라북도 남원시 주생면,전라북도 남원시 주생면
전라북도 남원시 금지면,전라북도 남원시 금지면
전라북도 남원시 대강면,전라북도 남원시 대강면
전라북도 남원시 대산면,전라북도 남원시 대산면
전라북도 남원시 사매면,전라북도 남원시 사매면
전라북도 남원시 덕과면,전라북도 남원시 덕과면
전라북도 남원시 보절면,전라북도 남원시 보절면
전라북도 남원시 산동면,전라북도 남원시 산동면
전라북도 남원시 이백면,전라북도 남원시 이백면
전라북도 남원시 인월면,전라북도 남원시 인월면
전라북도 남원시 아영면,전라북도 남원시 아영면
전라북도 남원시 산내면,전라북도 남원시 산내면
전라북도 남원시 동충동,전라북도 남원시 동충동
전라북도 남원시 죽항동,전라북도 남원시 죽항동
전라북도 남원시 노암동,전라북도 남원시 노암동
전라북도 남원시 금동,전라북도 남원시 금동
전라북도 남원시 왕정동,전라북도 남원시 왕정동
전라북도 남원시 향교동,전라북도 남원시 향교동
전라북도 남원시 도통동,전라북도 남원시 도통동
